"id","req_specification","class"
"637","Only a dozen of six words. You're going to ask your ,so that port work with the tile service. Michael, is starting today, what he did. If there is a little background, I can compile.","NULL"
"516","As a Developer, I want to get a Data Package into Node, so that I can start using the data for doing analysis and visualizations.","A"
"433","As a Researcher, I want an app that create proxy Data Packages for well know and reliable data, sources, so that I can load high quality data using Data Package tooling.","F"
"671","As a parent, I want to be able to track my child's activity and schedule at camp, so that I can have peace of mind.","F"
"876","All right. Tuesday is not great. Wednesday is better. I can do Tuesday, and split it. I can do...well. Why don't we do 1:30? I've got to run, so that's the most important thing. Just kidding. That's why he thinks, schedule a 12 o'clock meeting ruins our whole day. We can do this, 1:30...we're going to an hour and a half tomorrow,or do we need to do it in the morning?","NULL"
"296","As a camp worker, I want to be able to see which campers I am in charge of and where, so that I can make sure I am doing my job properly.","F"
"212","Your login was not successful.","NULL"
"937","As a member, I want to have the system email me a new password or a password reminder since i have short-term memory problems.","F"
"628","As a site visitor, I want to see a list of all upcoming Events, so that I can decide if I want to attend any.","F"
"191","That's right.","NULL"
"783",".","NULL"
"95","I see both sides of that. Whatever you want to do.","NULL"
"231","As a trainer, I want to copy one of my courses or events, so that I can create a new one.","F"
"878","As an Applicant, I want to Complete Building Development Project, so that I can receive any posted bond and/or obtain occupancy.","F"
"316","So, the other thing is, when you do a journal change for hardwire, you have to enter an estimate. If you do a journal change and it's non-hardwire, you don't have to enter an estimate.","NULL"
"933","As an agency user, I want the maximum length allowed for LegalEntityAddressLine3 to match Schema v1.1.","A"
"249","As a trainer, I want to delete one of my courses or events, so that it's no longer listed if I cancel for some reason.","F"
"406","We'll go ahead and get started. If calls, he'd probably call me through the other terminal.","NULL"
"436","","NULL"
"916","OK.","NULL"
"471","That was quick. Usually people take longer to dial in.","NULL"
"83","As a Researcher, I want to get a Data Package into STATA in seconds, so that I can start using the data for doing analysis and visualizations.","A"
"505","Stuff is breaking. It shouldn't be.","NULL"
"122","As a site administrator, I want to read practicing and training applications and approve or reject them, so that only applicants who qualify can become CSPs or CSTs.","F"
"147","I've never made co-changes in the collate projects. I don't worry about anything. Certainly different so it's coming here and .","NULL"
"707","What's that?","NULL"
"468","As an Applicant, I want to Pay Fee, so that I can satisfy outstanding charge associated with the service requested or received from the County.","F"
"438","SQL could be . Commands can go back and forth a lot.","NULL"
"13","As a Planning Staff member, I want to Evaluate Consistency with the Comprehensive Plan, so that I can complete my required review of a plan set and/or application.","F"
"882","My God.","NULL"
"76","As a parent, I want to see which counselors are assigned to my kids, so that I can have peace of mind.","F"
"823","As a recruiter, I want to be able to extend an ad for another 30 days by visiting the site and updating the posting, so that my ad remains active.","F"
"618","As a Developer I want to quickly access Broker application data, so that I can investigate issues.","F"
"405","As a Consumer, I want to be notified of changes to a package I care about, so that that I can check out what has changed and take action.","F"
"1093","As a user, I want to be able to view a map display of the special waste drop off sites around my area.","F"
"608","What did he say?","NULL"
"291","Do we need to...?","NULL"
"541","As a Technical Staff member, I want to update the GIS Property Management, so that I can successfully update the transactional Parcel Pin to reference the GIS layer where the Split or Merged Parcel Pin exists.","F"
"203","No, sir. I'm good.","NULL"
"365","Really?","NULL"
"620","As a Developer, I want to customize an existing wizard for my specific type of data, so that I can give my users a great user experience.","F"
"1","As a camp administrator, I want to be able to keep camper records from previous years, so that the amount of work I need to do is lowered.","F"
"853","That was from CTDI what they got from Afinium? We're talking the same thing, right?","NULL"
"948","And today they're not doing them in LCAM. They just go off and...They print off their inventory and then they checklist it as they're doing their cycle count.","NULL"
"1213","One thing that I think that home page probably needs to be either split up or...I guess what we need is a conversations home page. What we have today, the home page, is basically your conversations where you launch new conversations and open existing conversations. That's got things like, Reports that go on their own home page.","NULL"
"717","He just showed up.","NULL"
"531","As a Publisher, I want to permanently delete a data package, so that that it no longer takes up storage space.","F"
"294","As a Plan Review Staff member, I want to Assign Plans for Review, so that I can ensure plans have been assigned to the appropriate Plan Reviewer.","F"
"1054","Dopak records.","NULL"
"1018","As an Owner, I want to invite an existing user, so that the user can become a member of my publisher.","F"
"836","But it could have chose hardwire and plug, right?","NULL"
"55","We shouldn't run that.","NULL"
"184","You have it broken down a little bit more inside there.","NULL"
"5","As an NSF employee, I want to see how the user recruitment form looks and behaves on a sample page, so that I can understand the impact the recruitment will have on the NSF page.","A"
"650","I know what project this is.","NULL"
"869","Yeah, Susan, no rush on the email I sent yesterday for the change request. I know they want to take their time and do it right and give as correct an estimate as possible. We did our best-guess scenario, and that's all we could do. I wanted to let you know not to have to push that through faster than they wanted to do it.","NULL"
"854","As a participant, I want to see who gave what estimates during the current round, so that I know this when we’re discussing the estimates.","F"
"10","I can't remember if I ran that section against dev or not, I'll double-check.","NULL"
"129","As a Staff member, I want to create each condo unit, so that I can associate it to the child parcel and address after the condominiums are recorded in the system.","F"
"696","I can ask him. I can say, 'We talked about this, would you want us to verify that the clause are closed in LCAM as well, or is that not part of what we're doing?' And say, it's two if we don't have to worry about the clause, it's three if we have to worry about the clause.","NULL"
"542","Fast Path. Bold. Bold.","NULL"
"643","I don't know what it takes, if it's just on the screen, or if you have to do other stuff.","NULL"
"1168","As an agency user, I want to know when the submission periods start and end, so that I know when the submission starts and ends.","A"
"302","As a user researcher, I want to make sure the correct NSF people are invited to user interviews, so that they can observe the interviews and make recommendations accordingly.","A"
"580","I guess it's going to be...","NULL"
"240","It's managing assets and then actions. I think there's still going to be two.","NULL"
"535","It's not a repair PO. we not POs. .","NULL"
"495","Yeah.","NULL"
"904","","NULL"
"404","As a user, I want to be able to select different types of recyclable waste, so I have and get a list of facilities that accept each type and their opening hours, so that I can find an optimal route and schedule.","F"
"529","As a moderator, I want to view a transcript of a game, so that I can see the stories and estimates.","F"
"656","As a FABS user, I want additional helpful info in the submission dashboard, so that I can better manage submissions and IG requests.","F"
"1041","Can you add notes to these parts?","NULL"
"954","See if I stuff up.","NULL"
"1112","As a Consumer, I want to search among all data packages owned by a publisher, so that that I can easily find one data package amongst all the data packages by this publisher.","F"
"967","At the end of the day, it is the same, unless we were going to branch the code base, they're all working on the same code base, and they all need to be checked in and ready to go.","NULL"
"110","As a UI designer, I want to move on to round 2 of Homepage edits, so that I can get approvals from leadership.","F"
"1015","Three devices, phone, tablet...","NULL"
"414","As a workshop attendee, I want to have a summary of what we learned, so that I can understand our next steps and how they apply to me.","A"
"921","How's your stuff coming? I know there's been several emails going back and forth.","NULL"
"75","Yeah.","NULL"
"931","As an Inspection Supervisor, I want to Manage Inspector Workload, so that I can meet service level and quality requirements.","F"
"120","You probably had already danced.","NULL"
"374","As a site editor, I want to update any course or event, so that I can fix things the original author hasn't.","F"
"300","As a moderator, I want to edit an item in the list of items to be estimated, so that I can make it better reflect the team's understanding of the item.","F"
"151","database....","NULL"
"25","As a moderator, I want to copy/paste stories from a spreadsheet, so that I can get started more quickly.","F"
"1195","What I was actually thinking of was home page, maybe Conversation home page. I don't know if that's worth doing or not but, like I said, I don't want to have duplicate areas of that.","NULL"
"3","As a member, I want to receive a reminder and a link, so that I can renew my membership.","F"
"648","As a Consumer, I want to know that the data I am downloading is good and can be relied on, so that that I don't have to check it myself or run into annoying bugs later on.","F"
"843","As a DeveloperWrangler, I want to use a command line tool that allows met to validate data, so that I can feel trust in the validity and usefulness of the data quickly and in the context of my command line workflow.","F"
"1019","As a FABS user, I want the language on FABS pages to be appropriate for me, so that I am not confused.","F"
"40","OK, HTML file .","NULL"
"17","As an NSF employee, I want to have an updated roadmap document, so that I can see prioritized areas to focus on for the next few months and beyond.","A"
"397","Mostly that was to Jimmy. I don't know if I other one . This one was from Linda. They were kind of describing the same thing. It has IM group on there. I don't know if you're part of that or not, Larry.","NULL"
"611","As an NSF employee, I want to know how brand guidelines are developed and maintained, so that I can incorporate them throughout the project.","A"
"1095","As a Researcher, I want to get a Data Package into Julia in seconds, so that I can start using the data for doing analysis and visualizations.","A"
"256","As an NSF employee, I want to learn about how Github is used, so that I can participate in the issues as assigned.","A"
"373","As an admin, I want to be able to read users' feedback and complaints, so that we can add more features and keep improving the service we provide to them.","F"
"340","...from meeting they called me about how it's done. I said, 'The meeting was only 20 minutes. I should have been in the meeting.' 'Why?' 'I wasted one hour explaining to three different people, all in the same meeting. I was not in the meeting.' This would have saved time, everybody's time. That's number one.","NULL"
"1156","As an Owner, I want to design an audit from the UI SME, so that I know the potential scope of the UI improvements want ed.","F"
"711","As an NSF employee, I want to understand work performed, so that I can understand when and what I can use later.","A"
"899","On what CLLI ?","NULL"
"1212","As an NSF employee, I want to join Github, so that I can participate in the issues as assigned.","F"
"1165","As a site visitor, I want to email news items to the editor, so that they can be considered for publication.","F"
"949","We will provide the front page with conversations.","NULL"
"859","Yeah.","NULL"
"1094","You have to change...","NULL"
"1114","There's no way you could . 30,000 locations have fallen out right now.","NULL"
"155","That they didn't have CLLIs because initially they were thinking that the ship to codes, or the to location codes were CLLIs. But, no we haven't tried to do the Fuzzy Logic Lookup.","NULL"
"765","As a designer, I want to have a style guide / design guide / content guide, so that we have a uniform way of delivering product.","F"
"128","As a parent, I want to be able to enroll my children, so that they can be admitted to camp.","F"
"597","Here is an example for code files, where we're going to be implementing the Telerik control map, I guess.","NULL"
"218","As a Publisher, I want to be able to preview the views of the current data package using cli prior to publishing, so that that I can refine the json declarations of datapackage view section to achieve a great looking result.","F"
"285","As a trainer, I want to be notified about the results of surveys about my classes, so that I can read them.","F"
"1073","As a UI designer, I want to schedule user testing, so that I can give the testers advanced notice to ensure buy-in.","F"
"927","Then for the IBT group that we were trying to target, most critical thing, what's coming up and biggest holdback is SCC scan error correction screen. First request, , go to the active logs . We're finding everything. Narrow those certain criteria. With project-related, OK.","NULL"
"1173","That's because we went in and cleaned those up prior to passing the data to you.","NULL"
"1014","As a Staff member, I want to Apply a Hold, so that I can prevent progression through the workflow or other actions in the system until the issue is resolved.","F"
"598","As a Developer, I want to add the GTAS window data to the database, so that I can ensure the site is locked down during the GTAS submission period.","F"
"809","As a Staff member, I want to Develop a Staff Report, so that I can publish and distribute the report according to business rules.","F"
"267","I don't know if that one's as good an example. I think, we had the right people on that.","NULL"
"586","I'm here. I am desperately trying to get the board to show up.","NULL"
"697",", bring that around.","NULL"
"776","All right. Bye.","NULL"
"453","Don't you all have to, or somebody have to map these CLLIs to Infinium?","NULL"
"114","But that would only apply to hardwire.","NULL"
"1180","As a DevOps engineer, I want New Relic to provide useful data across all applications.","F"
"496","As a Staff member, I want to Assign an Application for Detailed Review, so that I can review the for compliance and subsequently approved or denied.","F"
"388","As a camp administrator, I want to be able to delete campers from the database, so that I can keep my pages free of clutter.","F"
"32","As a Zoning Staff member, I want to Issue the Zoning-Related Permits, so that I can satisfy an Applicant's request for service that has proven to be eligible and in compliance with the Zoning Ordinance.","F"
"651","As an Agency user, I want historical FPDS data loaded.","F"
"521","As a Publisher, I want to configure my client, so that I can start publishing data packages.","F"
"1065","As a camp administrator, I want to provide bi-weekly feedback to camper's parents, so that they can be aware of their child's behavior and performance at camp.","F"
"966","There is TFS. My point is that, from my experience, allocating somebody 60 percent to one thing and 40 percent to another thing doesn't allow you to develop a true velocity for your team, so you'll never know what your team is capable of.","NULL"
"162","If I hit submit here, it's going to give me a bunch of crap.","NULL"
"592","All right. I'm going to try to come up with JRM stories. Joel, I think, maybe the assignment stories. Managing project, I'll send those to Jasmine. Corey's going to create the mock up for the logon page.","NULL"
"1159","As a participant, I want to have the two-minute timer reset itself as soon as we all play an estimate, so that it's ready for use on the next round.","F"
"439","This has got to be cheaper than buying wireless scanners.","NULL"
"616","As a developer, I want to attend some UI/UX lessons, so that I can develop an awesome and beautiful features website.","A"
"577","As a trainer, I want to update one of my existing courses or events, so that it reflects accurate information.","F"
"511","As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance.","A"
"579","Grady wasn't able to finish for Friday night's release. They were trying to . He'll run that after about six pm central time today. That should get anything that would have changed in the release and that's still sitting in the FCC screen. That should at least get rid of any of that.","NULL"
"619","As a parent, I want to be able to message my child's counselors, so that I can voice my concerns or check on my child's progress.","F"
"1110","As an admin, I want to be able to add or remove recycling facilities' information, so that users get the most recent information.","F"
"706","As an Applicant, I want to Resubmit Plans, so that I can review revised plans.","F"
"46","As a Development Staff member, I want to Issue a Development-related Permit, so that I can grant the request to the Applicant to begin work","F"
"1200","These profile editor location groups, then you retire them. You give them back the ones that you didn't touch, so that they know they still need to go and manually look at those.","NULL"
"593","Then I'm just going to do a merge after this, get the code from 109 back to the trunk.","NULL"
"733","They can spell their name.","NULL"
"123","If somebody wants to do that for me, that would help me out.","NULL"
"39","As a Planning Staff member, I want to Conduct and Track Plan Amendments and Planning Studies, so that I can record work in process, outcome, and location-based information related to the Plan(s).","F"
"830","As a Publisher, I want to store my data quickly and easily online.","A"
"660","Conversation ?","NULL"
"1030","As a Publisher, I want to be able to get access to a previous version I tagged, so that that I can return to it and review it.","A"
"136","As a Developer, I want to add the updates on a FABS submission to be modified when the publishStatus changes, so that I know when the status of the submission has changed.","F"
"1194","As a DeveloperDataWrangler, I want to store my Data Package in GitHub and have it automatically stored into CKAN, so that I get a data API and my dataset is listed in a relevant catalog.","A"
"1072","So I can search assets that are retired and reverse retire some.","NULL"
"512","That all lends itself to this Notify being conversation-centric. Is that your question? To continue it that way?","NULL"
"394","What code has Baski gone through with you?","NULL"
"273","If we mess up at some point, it will help us track back to what happened, where did it go wrong, and things like that. Make a quick note on here about why I'm checking this in.","NULL"
"360","As a Staff member, I want to Manage Hearing Calendars, so that I can track hearing-related activities and due dates.","F"
"1103","That really doesn't mean anything. It used to put a file on the FTP server, but now if you go back to...","NULL"
"892","As a Developer, I want a DAT integration, so that I can integrate data-packaged data with pipelines that use DAT.","F"
"1107","As a moderator, I want to select whether to have the team estimate with {0, 1/2, 1, 2, 3, 5, 8, etc.} or {0, 1, 2, 4, 8, 16, 32, etc.}, so that the team can use either the modified Fibonacci sequence or powers of 2.","F"
"29","As a Developer , I want the historical FPDS data loader to include both extracted historical data and FPDS feed data.","A"
"1086","As a user, I want to have a great UI and UX from the sites, so that I have a pleasant experience when navigating through them.","A"
"955","I guess they can get a quick update on email that they just sent regarding the received equipment from . I've updated the ones that still have WMS as the bin. Those either came in while I was on the 17th, or immediately after, so I've corrected those last few.","NULL"
"862","Mm-hm. Look at the paper. It's super cool.","NULL"
"24","As an Agency user, I want to accurately see who created a submission, so that I'm not confused about who last updated a submission.","F"
"97","My question was, on the spreadsheet, all the items status say complete. Is that complete at LCAM?","NULL"
"583","As a site admin, I want to move people in a trainer's class from a pending state to the registry once I have received proof of payment from the trainer.","F"
"33","As a site visitor, I want to subscribe to an RSS feed of upcoming courses and events, so that I am up to day without having to visit the site.","F"
"995","they go directly to the landing spot or whatever.","NULL"
"477","As a team member, I want to see the first iteration of beta up on cloud.gov.","A"
"731","As a FABS user, I want to link the SAMPLE FILE on the 'What you want to submit' dialog to point to the correct file, so that I have an accurate reference for my agency submissions.","F"
"1123","As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status.","F"
"571","As a FABS user, I want to submission errors to accurately represent FABS errors, so that I know why my submission didn't work.","A"
"396","When you push record, it starts recording what you write, and there's a little camera in here, and it picks up the things that...","NULL"
"762","As a developer, I want to access an API from the website, so that I can integrate it and implement certain features in my own iOS application.","A"
"930","As a parent, I want to be able to see a schedule of the activities my children are involved in at camp, so that I can be more informed as to what they are doing at camp.","F"
"1178","As an Agency user, I want FABS deployed into production, so I can submit my Financial Assistance data.","A"
"524","As a Consumer, I want to be able to get the data for a data package even if the original data has been moved or removed, so that that I can still use is and my app or analysis keeps working.","F"
"293","As a Publisher, I want to unpublish a data package, so that it is no longer visible to anyone.","F"
"89","As a Developer, I want to get a Data Package into Clojure in seconds, so that I can start using the data in doing analysis and visualizations.","A"
"680","This is Brian.","NULL"
"528","As an Inspection Staff member, I want to Create an Inspection, so that I can schedule and assign the inspection.","F"
"1115","As a trainer, I want to show my rating up on my profile page, so that site visitors can choose wisely.","F"
"908","Don't want it to get lost.","NULL"
"142","The existing interface doesn't change part numbers now. We would either have to change the existing interface to make it change part numbers -- which is not what the interface is designed for -- or we create a new interface to allow them to change part numbers. That's all they're doing with it.","NULL"
"1162","Smiley recognizes that this will be chargeable work. What they want is they have these 22,000 disconnects. They want to retire all the items that are not related to the central office code, and not do anything to the ones that are already color coded.","NULL"
"479","As a Researcher, I want to be able to reference a remote-controlled vocabulary for my dataset, so that I can be sure that column of my dataset are valid against a single shard list of terms.","F"
"1170","As a Consumer, I want to download a DataPackage's data one coherent SQLite database, so that that I can get it easily in one form.","A"
"1154","I guess I can. We don't have to talk about that now, though.","NULL"
"1209","As an admin, I want to onboard recycling centers on the platform, so that I can increase information accuracy.","F"
"941","action. I can see the entities, I can see the contacts. I can sign in. Although there should be stories listed under there.","NULL"
"768","As an Agency user, I want to be able to include a large number of flexfields without performance impact.","F"
"565","As a team member, I want to meet with DIS / cloud.gov, so that I can determine the requirements for the beta.nsf.gov ATO.","A"
"644","As a site visitor, I want to read a new article on the front page about once a week, so that I am up on all the latest happenings.","F"
"233","As a FABS user, I want to submit a citywide as a PPoPZIP and pass validations.","F"
"486","You missed a good lunch, I'll tell you.","NULL"
"638","As a UI designer, I want to move on to round 2 of Homepage edits, so that I can get approvals from leadership.","F"
"957","As a Consumer, I want to get a sense of the age of the datapackage that I have downloaded before, so that that I can decide if I should update or not.","F"
"102","As a Broker user, I want to have PPoPZIP+4 work the same as the Legal Entity ZIP validations.","A"
"224","Fast Path.","NULL"
"192","If we get a meeting .","NULL"
"20","We were just looking at that before we got on the call with you guys, so I should be able to give you an update tomorrow once we finish looking at it.","NULL"
"153","I chatted with him this morning, I IMd with him this morning and he said that there's nothing else that he's aware of, that he's heard of, or seen that would be similar to what we're experiencing.","NULL"
"56","OK.","NULL"
"791","What the heck. Can't type.","NULL"
"170","Estimate for those?","NULL"
"910","As a site admin, I want to stop publishing jobs on the site 30 days after being posted, so that jobs that may have been filled aren't still listed when the hiring party forgets to come back and delete the ad.","F"
"699","As a camp administrator, I want to be able to delete tasks/activities I scheduled, so that I can keep the schedule clean of unneeded activities.","F"
"408","If you think about it from a mirror image perspective, it's like, 'Now I want to go and deal with my contracts.' Is that all? Then you've got to bring in some kind of navigation because you have to have the flow of how you get back to and you'd put that under Navigation.","NULL"
"469","It doesn't matter. I don't care. There's...","NULL"
"419","As a user, I want to be able to view a map display of the public recycling bins around my area.","F"
"983","As a camp administrator, I want to be able to automatically create nametags for campers, so that I can lower the amount of work I need to do.","F"
"1135","That time I did.","NULL"
"108","As a site member, I want to fill out an application to become a Certified Scrum Trainer, so that I can teach CSM and CSPO courses and certify others.","F"
"466","As a site member, I want to have full access to all articles, so that there is a benefit to being a member.","F"
"753","you and Larry and Kim think about that.","NULL"
"574","As a Broker user, I want to submit records for individual recipients without receiving a DUNS error.","F"
"544","Would you like us to run that overnight, Jim?","NULL"
"61","Either way, it'll be a change for us. It is not like we could just allow them to send it to the existing interface and it'll change the part with what they want.","NULL"
"1037","As a user, I want to have the application respond quickly to my actions, so that I don't get bored.","F"
"631","As a publisher, I want to embed a preview button on my site, so that users can preview the data and be encouraged that this is the correct data for them.","F"
"269","As a user researcher, I want to know when outreach to lists is successful, so that I can plan on a new release to the next listserv on the priority list.","F"
"1032","Sure, no problem. .","NULL"
"795","As a corporatesponsor, I want to make my logo randomly appear on the home page, so that others see the company's support of Scrum.","F"
"1053","Well, apparently he did it maybe instead of...I thought it was supposed to be the night before last at midnight, but apparently that didn't happen, and maybe it happened last night at midnight, because we did see some that came in early this morning that were adds and that's as far as we got to look.","NULL"
"409","Open invitation, there.","NULL"
"38","Brian, I've got here, I think he deciphered these Verizon three warehouses, but I'll double check and arrange to send something. I know they went back and forth a few times. It would be the as far as what they're taking in to the setting, so I'll get back with you on that.","NULL"
"93","I would prefer it to be consistent if we can make it consistent. It makes it easier, whether they use it or not, as long as it does work if they do choose to use it. It isn't required if they don't choose to use it. If I try to save this now, it's going to tell me something, estimate is required or something.","NULL"
"1091","OK.","NULL"
"382","As a participant, I want to be able to change my estimate up until the last person selects a card and all are shown, so that I can change my mind based on information I hear.","F"
"1076","As a VisualDesigner, I want to concept different styles for the nsf.gov website, so that we can discuss different design concepts with stakeholders.","A"
"84","As a Publisher, I want to add type information to my data, so that it is more useful to others and can be used better with tools like visualization programs.","A"
"786","That's perfect. I know my issue has been recognized.","NULL"
"827","As a participant, I want to always have the cards in the same order across multiple draws, so that it's easy to compare estimates.","A"
"803","As a developer, I want to have the subdomain beta.nsf.gov be set up, so that I can deploy a beta site to it.","A"
"678","We don't. We've got to get off this call. My only concern is, Grady's on vacation next week and we're supposed to be doing this next Sunday, which, by the way, you and I need to get together and give them some kind of a, 'Yeah, you're going to be able to start work on Tuesday at name and date.'","NULL"
"7","As a parent, I want to be able to create an account, so that I can sign up my kids for camp online.","F"
"585","As a camp administrator, I want to be able to see medical forms, so that we can be prepared for an allergy attack","F"
"740","workflow, with everything underneath it. You click on Poles and then you've got your links to all the things you can do on the poles.","NULL"
"856","Does LCAM store the clause?","NULL"
"642","As a moderator, I want to see dates and times in my local timezone, so that I don't have to do timezone conversion myself.","A"
"845","You probably...","NULL"
"106","As a user, I want the DUNS validations to accept records whose ActionDates are before the current registration date in SAM, but after the initial registration date.","A"
"297","As a parent, I want to be able to see which consent forms I have submitted, so that I can know what I still need to do.","F"
"785","As an NSF person interested in attending user interviews, I want to know when they are scheduled and the type of user that will be interviewed.","F"
"996","Right, and so that's what, again, doesn't make any sense and you might want to look at your remedy tickets because it seems like the virtual server for LCAM in Fort Wayne, you just got a remedy ticket on it?","NULL"
"322","As a Publisher, I want to know if this site has a pricing plan and what the prices are, so that that I can work out what this will cost me in the future and have a sense that these guys are sustainable.","F"
"978","...specific on the ones that are critical. We ought to start with those. Larry and I can start, and you can time .","NULL"
"1186","As a site admin, I want to be emailed whenever a job is submitted, so that I am aware of it and can decide if I want to post it.","F"
"99","As a trainer, I want to be assured that no one can submit the same answers multiple time and skew my results, so that my ratings are accurate.","A"
"658","As a parent, I want to be able to sign and submit consent forms online, so that I don't have to deal with my child losing a consent form.","F"
"890","As a user researcher, I want to conduct a user definition workshop with NSF, so that I can better prepare them and the team for future research work.","A"
"787","As a CMS administrator, I want to have roles, so that I can assign them to my users.","F"
"1003","If it's going to be database also, I'd take a and set a task for that.","NULL"
"888","I did find several locations that seemed to be where the primary account was, a 12, 20, 6, 10, which is the new, right? One of them was the RDC, which was in there, which looked like it was grapevine...Something like that.","NULL"
"393","As a user researcher, I want to have the finalized OLPA task script, so that I can begin testing with internal users.","A"
"641","Can we have a for the attitude?","NULL"
"1106","That's in the embedded file. At the bottom it says powered by . That's a link to one's home page. Maybe I can...","NULL"
"411","As an admin, I want to be able to communicate directly with facilities, so that I can keep them updated about features we have on our website.","F"
"223","As a site visitor, I want to see new content when I come to the site, so that I come back more often.","F"
"690","As a site administrator, I want to create an Other Course or Event that is not charged a listing fee, so that the Scrum Alliance doesn't charge itself for Scrum Gatherings that it puts on.","F"
"58","What's the Search at the top and the Search as a tile? That's confusing to me. What does that mean?","NULL"
"666","Who do you need to sit down with?","NULL"
"1166","I got it.","NULL"
"799","Yeah.","NULL"
"974","Don't wait for the laundry.","NULL"
"969","Why don't you go ahead and jump on my machine for the time being. That way we can at least look at. Even the is not going to work. We can at least look at...","NULL"
"1210","As a Staff member, I want to Remove a Hold, so that I can allow progression through the workflow or other actions in the system now that the issue has been resolved.","F"
"185","As a Researcher, working with data, I want an Microsoft Power BI integration, so that I can import datasets without downloading them locally.","A"
"104","Open a given single conversation?","NULL"
"810","Took you about five days, max.","NULL"
"1149","As a site administrator, I want to set the listing fee per Other Course or Event, so that we have flexibility on what to charge in the future.","F"
"946","I think as far as the iteration to start with, if we can get a website up, .","NULL"
"798","As a site administrator, I want to edit any site member profile, so that I can correct problems for members.","F"
"688","We're translating them to .","NULL"
"166","As an owner, I want to view all the people in my organization and what roles they have, so that that I can change these if I want.","F"
"575","Moral of the story...","NULL"
"489","Yeah, I looked. It was OK.","NULL"
"443","Or like Zillow, you start by putting in an address. You come here and pick the context of, 'Buy,' 'Rent,' 'Sell,' or, their estimating thing. Then you put in your address and click Search and it takes you to that area.","NULL"
"708","I agree.","NULL"
"336","You could run on a laptop that's outside of the corporate network but you'd need the VPN client. To be able to talk to LCAM you'd have to run a VPN client to make that connection, and if you have...","NULL"
"381","Yeah. I know Peggy and I talked about it, because she was working on some documentation and had a few questions sent on to Susan.","NULL"
"265","I know.","NULL"
"351","As a site visitor, I want to see a list of the most popular items on the site, so that I am most likely to read the most important or best content.","F"
"325","Called up. They could hear me. I couldn't hear anybody. So, they might be talking to us.","NULL"
"935","As an Applicant, I want to Submit Application, so that I can provide my information, plans and/or documents to initiate a transaction with the County.","F"
"1205","If well we also got to take it in, this is just a troll. We've created troll and now we've got to go find the user interface aspect of it. With map control view is referenced and what this...","NULL"
"169","As a moderator, I want to delete an item from the list of items to be estimated, so that we can remove it and not estimate it.","F"
"385","I just saw the number of people.","NULL"
"1099","Yeah.","NULL"
"782","As a Publisher, I want to version my Data Package and keep multiple versions around including older versions, so that that I do not break consumer systems when I change my datapackage.","F"
"687","As a Researcher, I want to get a Data Package into R in seconds, so that I can start using the data for doing analysis and visualizations.","A"
"413","Context switching, we will add that to the list.","NULL"
"970","Jim, Violet, and Kim. Anybody else?","NULL"
"288","There was always a big debate on the equipment is not worth to roll a truck, to go out and actually get. They're so far behind on it. They don't have the people to do it. They want to clean the records off.","NULL"
"35","It's week three now.","NULL"
"1113","As a Publisher, I want to have private data packages, so that I can share just with my team.","F"
"447","Hopefully it worked for you, but we had to go through some crazy hoops with the IIS stuff that Michael couldn't initially. It's kind of crazy.","NULL"
"463","As a site member, I want to mark my profile as private in which case only my name will appear, so that no one can learn things about me I don't want shared.","F"
"446","OK. I guess if we're through talking about that the third thing on my list was...I don't know. I heard somebody else join. Was that Ron, by any chance? OK, I guess not. The Shields interface stuff I know Brenda sent another email this morning, and we've looked briefly at that.","NULL"
